category,filename,size_kb,ai_marked,status,note
characters,portrait_jammer.png,2,yes,OK,""
characters,portrait_matrix_collider.png,4,yes,OK,""
characters,portrait_matrix_general.png,3,yes,OK,""
characters,portrait_medic.png,3,yes,OK,""
characters,portrait_poison_spitter.png,3,yes,OK,""
characters,portrait_rocket_trooper.png,3,yes,OK,""
characters,portrait_scout.png,3,yes,OK,""
characters,portrait_sentry_basic.png,3,yes,OK,""
characters,portrait_sentry_elite.png,3,yes,OK,""
characters,portrait_sentry_sniper.png,3,yes,OK,""
characters,portrait_shadow_mercenary.png,3,yes,OK,""
characters,portrait_shield_bot.png,3,yes,OK,""
characters,portrait_shield_maestro.png,3,yes,OK,""
characters,portrait_siege_mech.png,3,yes,OK,""
characters,portrait_sniper.png,2,yes,OK,""
characters,portrait_sniper_elite.png,3,yes,OK,""
characters,portrait_stealth_assassin.png,3,yes,OK,""
characters,portrait_stealth_drone.png,3,yes,OK,""
effects,attack_highlight.png,1,yes,OK,""
effects,barrier.png,1,yes,OK,""
effects,buff.png,1,yes,OK,""
effects,critical.png,1,yes,OK,""
effects,debuff.png,1,yes,OK,""
effects,explosion.png,1,yes,OK,""
effects,heal.png,1,yes,OK,""
effects,hit.png,1,yes,OK,""
effects,move_highlight.png,1,yes,OK,""
effects,muzzle_flash.png,1,yes,OK,""
effects,overwatch_highlight.png,1,yes,OK,""
effects,shield.png,1,yes,OK,""
effects,skill_highlight.png,1,yes,OK,""
effects,smoke.png,1,yes,OK,""
effects,teleport.png,1,yes,OK,""
items,adrenaline_shot.png,1,no,OK,""
items,advanced_med_kit.png,1,no,OK,""
items,ai_disruptor.png,1,no,OK,""
items,cloak_invisibility.png,1,no,OK,""
items,emp_grenade.png,1,no,OK,""
items,emp_mine.png,1,no,OK,""
items,energy_drink.png,1,no,OK,""
items,flame_trap.png,1,no,OK,""
items,flashbang.png,1,no,OK,""
items,grenade.png,0,no,OK,""
items,heal_mist.png,1,no,OK,""
items,hunting_potion.png,1,no,OK,""
items,med_kit.png,1,no,OK,""
items,mine.png,0,no,OK,""
items,molotov.png,1,no,OK,""
items,painkiller.png,1,no,OK,""
items,plasma_grenade.png,1,no,OK,""
items,regen_vial.png,1,no,OK,""
items,revival_needle.png,1,no,OK,""
items,shield_generator.png,1,no,OK,""
items,shield_matrix.png,1,no,OK,""
items,smoke_grenade.png,1,no,OK,""
items,sniper_mine.png,1,no,OK,""
items,stim_pack.png,1,no,OK,""
items,stun_grenade.png,1,no,OK,""
items,tactical_visor.png,1,no,OK,""
items,thermal_goggles.png,2,no,OK,""
items,wire_trap.png,1,no,OK,""
objects,alarm_panel.png,1,no,OK,""
objects,crate.png,1,no,OK,""
objects,defend_point.png,1,no,OK,""
objects,destructible_target.png,1,no,OK,""
objects,evac.png,1,no,OK,""
objects,npc.png,1,no,OK,""
objects,resource.png,1,no,OK,""
objects,terminal.png,1,no,OK,""
objects,wall.png,1,no,OK,""
skills,asslt_adrenaline.png,1,no,OK,""
skills,asslt_aimed_shot.png,1,no,OK,""
skills,asslt_blink.png,2,no,OK,""
skills,asslt_bloodlust.png,1,no,OK,""
skills,asslt_breach.png,0,no,OK,""
skills,asslt_chain_slash.png,1,no,OK,""
skills,asslt_dash_strike.png,2,no,OK,""
skills,asslt_execute.png,1,no,OK,""
skills,asslt_executioner.png,1,no,OK,""
skills,asslt_ghost_step.png,1,no,OK,""
skills,asslt_iron_will.png,2,no,OK,""
skills,asslt_melee_master.png,1,no,OK,""
skills,asslt_move_shoot.png,2,no,OK,""
skills,asslt_storm_dash.png,2,no,OK,""
skills,asslt_vortex_blade.png,1,no,OK,""
skills,asslt_warcry.png,1,no,OK,""
skills,gen_eagle_eye.png,1,no,OK,""
skills,gen_hunker_down.png,1,no,OK,""
skills,gen_interact.png,1,no,OK,""
skills,gen_overwatch.png,1,no,OK,""
skills,gen_reposition.png,2,no,OK,""
skills,gen_second_wind.png,2,no,OK,""
skills,gen_sprint.png,1,no,OK,""
skills,gen_toughness.png,1,no,OK,""
skills,heavy_barrage.png,2,no,OK,""
skills,heavy_bulwark.png,1,no,OK,""
skills,heavy_cleave.png,1,no,OK,""
skills,heavy_fortify.png,1,no,OK,""
skills,heavy_grenade.png,2,no,OK,""
skills,heavy_ground_slam.png,1,no,OK,""
skills,heavy_iron_fortress.png,2,no,OK,""
skills,heavy_protect.png,1,no,OK,""
skills,heavy_rage.png,1,no,OK,""
skills,heavy_self_repair.png,2,no,OK,""
skills,heavy_shield_wall.png,1,no,OK,""
skills,heavy_slam.png,1,no,OK,""
skills,heavy_suppress.png,1,no,OK,""
skills,heavy_taunt.png,1,no,OK,""
skills,heavy_wall_breaker.png,1,no,OK,""
skills,medic_adrenaline_shot.png,1,no,OK,""
skills,medic_area_heal.png,2,no,OK,""
skills,medic_barrier_blast.png,2,no,OK,""
skills,medic_cure.png,1,no,OK,""
skills,medic_emergency_shield.png,2,no,OK,""
skills,medic_field_doctor.png,2,no,OK,""
skills,medic_heal.png,1,no,OK,""
skills,medic_healing_storm.png,2,no,OK,""
skills,medic_mass_cure.png,2,no,OK,""
skills,medic_overheal.png,1,no,OK,""
skills,medic_pain_block.png,0,no,OK,""
skills,medic_revive.png,1,no,OK,""
skills,medic_rez.png,2,no,OK,""
skills,medic_shield_boost.png,1,no,OK,""
skills,medic_stim_pack.png,1,no,OK,""
skills,medic_triage.png,1,no,OK,""
skills,psycho_command.png,1,no,OK,""
skills,psycho_inspire.png,1,no,OK,""
skills,psycho_rally.png,1,no,OK,""
skills,scout_decoy.png,1,no,OK,""
skills,scout_double_agent.png,1,no,OK,""
skills,scout_early_warning.png,1,no,OK,""
skills,scout_ghost_protocol.png,2,no,OK,""
skills,scout_light_footed.png,1,no,OK,""
skills,scout_mark.png,1,no,OK,""
skills,scout_quick_reload.png,2,no,OK,""
skills,scout_recon_drone.png,2,no,OK,""
skills,scout_sabotage.png,1,no,OK,""
skills,scout_scan.png,2,no,OK,""
skills,scout_shadow_step.png,1,no,OK,""
skills,scout_silent_kill.png,2,no,OK,""
skills,scout_stealth.png,1,no,OK,""
skills,scout_trap.png,1,no,OK,""
skills,scout_trap_master.png,1,no,OK,""
skills,sg_shotgun_burst.png,2,no,OK,""
skills,snip_assassinate.png,1,no,OK,""
skills,snip_death_mark.png,1,no,OK,""
skills,snip_double_tap.png,2,no,OK,""
skills,snip_highground.png,2,no,OK,""
skills,snip_long_range.png,2,no,OK,""
skills,snip_overwatch.png,1,no,OK,""
skills,snip_piercing.png,1,no,OK,""
skills,snip_precise.png,1,no,OK,""
skills,snip_reaper.png,1,no,OK,""
skills,snip_silent_shot.png,1,no,OK,""
skills,snip_spotter.png,1,no,OK,""
skills,snip_suppressing_fire.png,1,no,OK,""
skills,sniper_killing_spree.png,2,no,OK,""
skills,sniper_overwatch_setup.png,1,no,OK,""
skills,sniper_pierce_shot.png,1,no,OK,""
skills,tech_emp_burst.png,2,no,OK,""
skills,tech_hack.png,2,no,OK,""
skills,tech_overload.png,2,no,OK,""
skills,tech_turret_deploy.png,2,no,OK,""
tiles,theme_city_ruins.png,1,yes,OK,""
tiles,theme_desert.png,1,yes,OK,""
tiles,theme_desert_outpost.png,7,yes,OK,""
tiles,theme_snow.png,1,yes,OK,""
tiles,theme_snow_base.png,7,yes,OK,""
tiles,theme_underground.png,0,yes,OK,""
tiles,theme_warehouse.png,1,yes,OK,""
ui,战术战棋游戏主菜单背景_废墟城市夜景_赛博朋克风格_蓝色和橙_2026-06-17T18-06-45.png,7,yes,OK,""
ui,游戏UI图标集_战术战棋游戏_包含移动_攻击_技能_物品_警_2026-06-17T18-05-49.png,7,yes,OK,""
units,boss_architect.png,0,no,OK,""
units,boss_assault.png,0,no,OK,""
units,boss_assault_mech.png,0,no,OK,""
units,boss_combat_medic.png,0,no,OK,""
units,boss_data_sentinel.png,0,no,OK,""
units,boss_drone_assault.png,0,no,OK,""
units,boss_drone_bomber.png,0,no,OK,""
units,boss_drone_scout.png,0,no,OK,""
units,boss_flame_trooper.png,0,no,OK,""
units,boss_heavy.png,0,no,OK,""
units,boss_heavy_gunner.png,0,no,OK,""
units,boss_heavy_judge.png,0,no,OK,""
units,boss_jammer.png,0,no,OK,""
units,boss_matrix_collider.png,0,no,OK,""
units,boss_matrix_general.png,0,no,OK,""
units,boss_medic.png,0,no,OK,""
units,boss_poison_spitter.png,0,no,OK,""
units,boss_rocket_trooper.png,0,no,OK,""
units,boss_scout.png,0,no,OK,""
units,boss_sentry_basic.png,0,no,OK,""
units,boss_sentry_elite.png,0,no,OK,""
units,boss_sentry_mech.png,0,no,OK,""
units,boss_sentry_sniper.png,0,no,OK,""
units,boss_shadow_mercenary.png,2,no,OK,""
units,boss_shield_bot.png,0,no,OK,""
units,boss_shield_maestro.png,0,no,OK,""
units,boss_siege_mech.png,0,no,OK,""
units,boss_sniper.png,0,no,OK,""
units,boss_sniper_elite.png,0,no,OK,""
units,boss_stealth_assassin.png,0,no,OK,""
units,boss_stealth_drone.png,0,no,OK,""
units,enemy_architect.png,0,no,OK,""
units,enemy_assault.png,0,no,OK,""
units,enemy_assault_mech.png,0,no,OK,""
units,enemy_combat_medic.png,0,no,OK,""
units,enemy_data_sentinel.png,0,no,OK,""
units,enemy_drone_assault.png,0,no,OK,""
units,enemy_drone_bomber.png,0,no,OK,""
units,enemy_drone_scout.png,0,no,OK,""
units,enemy_flame_trooper.png,0,no,OK,""
units,enemy_heavy.png,0,no,OK,""
units,enemy_heavy_gunner.png,0,no,OK,""
units,enemy_heavy_judge.png,0,no,OK,""
units,enemy_jammer.png,0,no,OK,""
units,enemy_matrix_collider.png,0,no,OK,""
units,enemy_matrix_general.png,0,no,OK,""
units,enemy_medic.png,0,no,OK,""
units,enemy_poison_spitter.png,0,no,OK,""
units,enemy_rocket_trooper.png,0,no,OK,""
units,enemy_scout.png,0,no,OK,""
units,enemy_sentry_basic.png,0,no,OK,""
units,enemy_sentry_elite.png,0,no,OK,""
units,enemy_sentry_mech.png,0,no,OK,""
units,enemy_sentry_sniper.png,0,no,OK,""
units,enemy_shield_bot.png,0,no,OK,""
units,enemy_shield_maestro.png,0,no,OK,""
units,enemy_siege_mech.png,0,no,OK,""
units,enemy_sniper.png,0,no,OK,""
units,enemy_sniper_elite.png,0,no,OK,""
units,enemy_stealth_assassin.png,0,no,OK,""
units,enemy_stealth_drone.png,0,no,OK,""
units,player_architect.png,0,no,OK,""
units,player_assault.png,0,no,OK,""
units,player_assault_mech.png,0,no,OK,""
units,player_combat_medic.png,0,no,OK,""
units,player_data_sentinel.png,0,no,OK,""
units,player_drone_assault.png,0,no,OK,""
units,player_drone_bomber.png,0,no,OK,""
units,player_drone_scout.png,0,no,OK,""
units,player_flame_trooper.png,0,no,OK,""
units,player_heavy.png,0,no,OK,""
units,player_heavy_gunner.png,0,no,OK,""
units,player_heavy_judge.png,0,no,OK,""
units,player_jammer.png,0,no,OK,""
units,player_matrix_collider.png,0,no,OK,""
units,player_matrix_general.png,0,no,OK,""
units,player_medic.png,0,no,OK,""
units,player_poison_spitter.png,0,no,OK,""
units,player_rocket_trooper.png,0,no,OK,""
units,player_scout.png,0,no,OK,""
units,player_sentry_basic.png,0,no,OK,""
units,player_sentry_elite.png,0,no,OK,""
units,player_sentry_mech.png,0,no,OK,""
units,player_sentry_sniper.png,0,no,OK,""
units,player_shield_bot.png,0,no,OK,""
units,player_shield_maestro.png,0,no,OK,""
units,player_siege_mech.png,0,no,OK,""
units,player_sniper.png,0,no,OK,""
units,player_sniper_elite.png,0,no,OK,""
units,player_stealth_assassin.png,0,no,OK,""
units,player_stealth_drone.png,0,no,OK,""
weapons,assault_rifle.png,0,no,OK,""
weapons,beam_rifle.png,0,no,OK,""
weapons,bio_toxin_gun.png,2,no,OK,""
weapons,combat_knife.png,0,no,OK,""
weapons,crossbow.png,0,no,OK,""
weapons,dmr.png,0,no,OK,""
weapons,double_barrel_shotgun.png,2,no,OK,""
weapons,em_sniper.png,2,no,OK,""
weapons,energy_blade.png,0,no,OK,""
weapons,energy_dagger.png,1,no,OK,""
weapons,flamethrower.png,0,no,OK,""
weapons,flamethrower_mk2.png,1,no,OK,""
weapons,gatling.png,1,no,OK,""
weapons,grenade_launcher.png,0,no,OK,""
weapons,heavy_anti_materiel.png,2,no,OK,""
weapons,knife.png,1,no,OK,""
weapons,life_drain_gun.png,2,no,OK,""
weapons,lmg.png,0,no,OK,""
weapons,marking_rifle.png,1,no,OK,""
weapons,marksman_rifle.png,2,no,OK,""
weapons,med_gun.png,1,no,OK,""
weapons,mg.png,1,no,OK,""
weapons,minigun.png,0,no,OK,""
weapons,nano_blade.png,2,no,OK,""
weapons,nano_med_gun.png,1,no,OK,""
weapons,orbital_strike_rifle.png,2,no,OK,""
weapons,phantom_dual_blade.png,2,no,OK,""
weapons,pistol.png,0,no,OK,""
weapons,plasma_blade.png,1,no,OK,""
weapons,plasma_grenade_cannon.png,2,no,OK,""
weapons,plasma_pistol.png,0,no,OK,""
weapons,plasma_rifle.png,0,no,OK,""
weapons,railgun.png,0,no,OK,""
weapons,rare_arc_emitter.png,0,no,OK,""
weapons,rare_beam_rifle.png,0,no,OK,""
weapons,rare_gravity_hammer.png,0,no,OK,""
weapons,rare_nanite_blade.png,0,no,OK,""
weapons,rare_phase_blade.png,0,no,OK,""
weapons,rare_plasma_cannon.png,0,no,OK,""
weapons,rare_plasma_shotgun.png,0,no,OK,""
weapons,rare_quantum_rifle.png,0,no,OK,""
weapons,rare_tesla_coil.png,0,no,OK,""
weapons,rare_void_cannon.png,0,no,OK,""
weapons,rifle.png,0,no,OK,""
weapons,rocket_launcher.png,0,no,OK,""
weapons,shadow_silenced_sniper.png,1,no,OK,""
weapons,shock_baton.png,0,no,OK,""
weapons,shotgun.png,0,no,OK,""
weapons,shotgun_mk2.png,2,no,OK,""
weapons,silenced_pistol.png,1,no,OK,""
weapons,silenced_pistol_mk2.png,1,no,OK,""
weapons,smg.png,0,no,OK,""
weapons,smg_x7.png,2,no,OK,""
weapons,sniper_rifle.png,0,no,OK,""
